,img,drone_imu_rpy,drone_gyro_wxwywz,drone_gps_xyz,drone_camera_gps_xyz,drone_camera_imu_rpy,TR,TL,BR,BL,GATE-CENTER
57,img_263.png,"[0.13049319777107504, -0.10306924376078762, 1.0635901192732669]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -1.8181818181818183, 1.6]","[-1.6002479338089706, -1.7936215829317461, 1.612948965801895]","[0.13049319777107504, -0.10306924376078762, 1.0635901192732669]","[216.99558078010475, 199.10464641981997]","[194.81950527689236, 204.72300053580094]","[221.82402875781878, 228.71311346712545]","[199.65768006691334, 237.15445837723743]","[208.78306456729217, 217.12786367513266]"
58,img_264.png,"[-0.007575733380420611, 0.007315833256200053, 1.1674976085982411]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -1.8181818181818183, 2.0]","[-1.6036522628153735, -1.790492397043827, 2.0097799724045604]","[-0.007575733380420611, 0.007315833256200053, 1.1674976085982411]","[229.6486708182686, 217.29338565868736]","[206.03874192796374, 221.40651689612667]","[229.33900751928667, 246.31938048146674]","[205.73855770310246, 252.53589412087732]","[218.10515754816603, 234.3080444710103]"
59,img_266.png,"[0.10658303744668753, 0.055708531895040825, 0.968527596700125]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -1.3636363636363638, 0.4]","[-1.5972252948414973, -1.3390995788439082, 0.4082574372211368]","[0.10658303744668753, 0.055708531895040825, 0.968527596700125]","[212.90677456763248, 77.64088989427303]","[189.19874781614897, 71.89597716736269]","[215.80783123864978, 111.09776508293913]","[192.74731905348733, 109.56121130425795]","[203.35939773240207, 92.75813340405114]"
60,img_268.png,"[0.04610053822451407, -0.005001529204129447, 0.9601549857538162]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -1.3636363636363638, 1.2000000000000002]","[-1.59783412895697, -1.3393634341677354, 1.21013929589094]","[0.04610053822451407, -0.005001529204129447, 0.9601549857538162]","[218.27735340124732, 157.92948804591984]","[195.8804916005735, 159.06395605859896]","[219.82476148249623, 190.23779747503843]","[197.59499753626812, 195.36643748328586]","[208.54295452743284, 175.54964012349814]"
61,img_269.png,"[0.22472812933432876, 0.23450027600452086, 0.6770403493464835]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -1.3636363636363638, 1.6]","[-1.5894800852407864, -1.345673900948426, 1.602511026127284]","[0.22472812933432876, 0.23450027600452086, 0.6770403493464835]","[165.1277531286399, 148.23960815339697]","[146.22191734050855, 157.56592489968403]","[171.1502673399365, 176.08293668261257]","[154.0102390097676, 189.1426708830949]","[159.84282950395072, 167.6836678138142]"
62,img_274.png,"[0.22646511028427202, 0.05320085662250192, 1.0106286865664251]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -0.9090909090909092, 1.2000000000000002]","[-1.5972898188893458, -0.8844659152439311, 1.2081356018726996]","[0.22646511028427202, 0.05320085662250192, 1.0106286865664251]","[263.9895438418667, 126.44408712747787]","[241.21889655447717, 131.81533599381117]","[271.65560667385046, 165.89093933142468]","[250.32220053552714, 176.88340218100896]","[257.57293061770304, 150.12459641602723]"
63,img_276.png,"[0.20524457701486562, -0.09632414096673808, 0.6260351057070472]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -0.9090909090909092, 2.0]","[-1.5907554262514587, -0.8937975613550612, 2.01262998644788]","[0.20524457701486562, -0.09632414096673808, 0.6260351057070472]","[209.87996622948202, 240.70666361834643]","[194.68048441198974, 259.7656140901843]","[218.47306907278642, 278.54548536103977]","[204.73474123029726, 306.24779943781294]","[207.58419853083817, 269.9507265737519]"
64,img_278.png,"[-0.25497351031095816, -0.09725997795514056, 0.8033447338547456]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -0.45454545454545503, 0.4]","[-1.5971215498131075, -0.43198211559143995, 0.412544168811724]","[-0.25497351031095816, -0.09725997795514056, 0.8033447338547456]","[281.35922525706644, 121.29532486362139]","[272.2376759489993, 100.72250438114916]","[273.51866175762007, 162.1744034060524]","[262.4220518593643, 149.8262694545277]","[272.93121135042685, 133.99306159226535]"
65,img_281.png,"[0.03302760649031776, -0.1983921333812719, 0.5656950769987813]","[0.0, 0.0, 0.0]","[-1.6153846153846154, -0.45454545454545503, 1.6]","[-1.5920409028429658, -0.440115410104411, 1.6157112985523898]","[0.03302760649031776, -0.1983921333812719, 0.5656950769987813]","[227.8079040048104, 235.17424161408275]","[217.04866857627937, 247.09132008123294]","[232.78882869851162, 282.37025196059557]","[222.69893000892708, 308.13292801313804]","[225.62702589568605, 266.3182739110707]"
66,img_289.png,"[-0.08961228401880347, 0.2445877030209914, 0.6893003354185496]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -5.0, 0.0]","[-1.1300924162798451, -4.97926341543005, 0.0023987521764948236]","[-0.08961228401880347, 0.2445877030209914, 0.6893003354185496]","[35.19058025796071, 49.86731459473847]","[11.719971712522645, 42.91548680647215]","[36.78681283555212, 69.56937257398194]","[14.092376752433122, 64.47200409473426]","[24.93459281505276, 56.966760126453515]"
67,img_290.png,"[0.19547759357665942, 0.06119211399902639, 1.9992492651328193]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -5.0, 0.4]","[-1.1647692011796256, -4.971410141707284, 0.4079565721107244]","[0.19547759357665942, 0.06119211399902639, 1.9992492651328193]","[291.2791037537182, 86.88602918339126]","[270.76695788695343, 92.4080006405766]","[293.81614920927234, 104.3675159942764]","[273.32401456909076, 109.13906419140912]","[282.0852049438443, 98.28069155854642]"
68,img_293.png,"[-0.23733764298954022, 0.025535461027712508, 1.663654494466066]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -5.0, 1.6]","[-1.1589910298343178, -4.970109895244324, 1.6089505244964262]","[-0.23733764298954022, 0.025535461027712508, 1.663654494466066]","[218.63011233560584, 183.83401619503096]","[204.63462430821912, 180.3343680087893]","[215.19511684091967, 197.4559619147262]","[201.25560205880632, 193.85912541008705]","[209.90011072377067, 188.87123642384776]"
69,img_298.png,"[0.13990361805230972, -0.23664311728155027, 1.7159798239700375]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.545454545454546, 1.2000000000000002]","[-1.1563497471053559, -4.518692786767956, 1.2166595405937026]","[0.13990361805230972, -0.23664311728155027, 1.7159798239700375]","[245.67137605361125, 188.56787803495223]","[228.69143297672187, 190.94943961699084]","[249.9781598507984, 205.4492780410215]","[232.54704062674062, 207.65220893789953]","[239.13934420860707, 198.06622407378563]"
70,img_302.png,"[-0.21123312325266036, -0.20070810711250625, 1.4588480243423134]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.090909090909091, 0.4]","[-1.1528632941818844, -4.06339823271022, 0.41556234776767326]","[-0.21123312325266036, -0.20070810711250625, 1.4588480243423134]","[193.59046362412408, 168.732285238397]","[178.31058026537164, 165.11161759216827]","[190.90522386756376, 184.55515633086304]","[175.298603520391, 181.0333188958499]","[184.58062731558113, 174.7912818670312]"
71,img_303.png,"[-0.2583546591113632, 0.23222938406991633, 1.8528778251419327]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.090909090909091, 0.8]","[-1.1650459451154327, -4.06144226400013, 0.8025041540371758]","[-0.2583546591113632, 0.23222938406991633, 1.8528778251419327]","[294.88853201701176, 132.00386026366004]","[272.4404023375462, 126.76276886465203]","[286.2271331755075, 151.51067490013017]","[264.6403846230952, 145.8020260137423]","[279.3171927828027, 139.10697146844004]"
72,img_304.png,"[0.2241069889870629, 0.22285571982540622, 1.0289479247724398]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.090909090909091, 1.2000000000000002]","[-1.1357418081128527, -4.065141906753047, 1.2028783478312517]","[0.2241069889870629, 0.22285571982540622, 1.0289479247724398]","[112.72734306360636, 130.48470896425687]","[96.01696509343579, 134.3002652048481]","[117.27278326359404, 146.67843105425325]","[101.17339295116, 151.2400733818105]","[107.03240418620702, 140.71502433861392]"
73,img_305.png,"[0.10469588493041797, 0.1946774030018917, 1.8842752941117296]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.090909090909091, 1.6]","[-1.1625216562799603, -4.060757764167339, 1.6039538782521907]","[0.10469588493041797, 0.1946774030018917, 1.8842752941117296]","[282.2372746983415, 133.0975120110592]","[259.8195537296976, 134.7512660081437]","[281.4854556055416, 152.54664538611746]","[259.5738034379856, 153.51249125608228]","[270.58513286312234, 143.5936210357401]"
74,img_306.png,"[0.11238386697931013, -0.26074398564190643, 0.9071052917429904]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -4.090909090909091, 2.0]","[-1.1366846664138137, -4.070784962227004, 2.0173350164088877]","[0.11238386697931013, -0.26074398564190643, 0.9071052917429904]","[102.98243313267713, 249.97152926038783]","[83.2207627890423, 254.95347855577606]","[103.41475159955367, 270.9010965726222]","[83.0674427204936, 277.5467449230304]","[93.51385951816046, 263.08215530626785]"
75,img_307.png,"[0.13303965653779756, -0.0995033602741099, 0.6998576572327624]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.6363636363636367, 0.0]","[-1.1309104171503899, -3.618784816822319, 0.012842783411565006]","[0.13303965653779756, -0.0995033602741099, 0.6998576572327624]","[61.87615847488263, 129.60870021638172]","[38.33387225170233, 126.95414977572423]","[63.36866154835692, 148.95065133920028]","[39.66988535407443, 148.1774388664196]","[51.361662005969684, 138.40085418840997]"
76,img_309.png,"[-0.24728358751772045, -0.09028482617664228, 0.6893880728094658]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.6363636363636367, 0.8]","[-1.133022840053577, -3.616026706951946, 0.8123611854124028]","[-0.24728358751772045, -0.09028482617664228, 0.6893880728094658]","[66.31622089502058, 130.94794460214396]","[43.42158919450438, 123.08581698675961]","[60.28895728922641, 150.48076291121612]","[36.49397226790166, 144.54165661854012]","[52.218889331314024, 137.37385522937004]"
77,img_311.png,"[-0.2175860763800869, -0.11624202778603927, 1.6060853064012035]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.6363636363636367, 1.6]","[-1.1570148940574911, -3.607792559339971, 1.6131777328543582]","[-0.2175860763800869, -0.11624202778603927, 1.6060853064012035]","[221.33393312558258, 213.8489864743096]","[201.98852497378826, 209.48705203112974]","[217.92100626977103, 233.89547920908274]","[198.3259794842812, 229.39153603061385]","[209.88440737150466, 221.58347926522464]"
78,img_315.png,"[0.21380044820350477, -0.1434832986132886, 1.4341543935496621]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.1818181818181817, 0.8]","[-1.1478900010215136, -3.1540765728342177, 0.8139616393919336]","[0.21380044820350477, -0.1434832986132886, 1.4341543935496621]","[205.7464868829467, 153.26321010456854]","[186.20543598251678, 157.1630741899827]","[210.96982590446783, 173.39838128841632]","[191.16499661530747, 177.71122964442114]","[198.58135428201595, 165.27661408395562]"
79,img_316.png,"[-0.19878687517677068, 0.002794017299527139, 1.6265498740539963]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.1818181818181817, 1.2000000000000002]","[-1.1574911475468523, -3.151947611386518, 1.2097192099992176]","[-0.19878687517677068, 0.002794017299527139, 1.6265498740539963]","[242.5848116241936, 175.9106356921842]","[220.28625128358453, 171.4145975814313]","[238.14765590072736, 197.77734113694186]","[215.8897616030129, 193.12288123618157]","[229.1857844774592, 184.54996705835805]"
80,img_317.png,"[0.2418703630306128, -0.24087361827720535, 1.7227291182599165]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.1818181818181817, 1.6]","[-1.1555374052862484, -3.1549467777137328, 1.6165851533011242]","[0.2418703630306128, -0.24087361827720535, 1.7227291182599165]","[285.8461511924726, 198.14157171281025]","[259.72235417202205, 203.99048411729783]","[296.59062122352225, 224.16992819553246]","[269.285712149286, 229.65134472127426]","[277.6228644518824, 213.78813480110605]"
81,img_318.png,"[-0.05649926868168733, 0.11491956935932036, 1.1838990032092587]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -3.1818181818181817, 2.0]","[-1.1426922959915047, -3.1529456243846576, 2.006478185101257]","[-0.05649926868168733, 0.11491956935932036, 1.1838990032092587]","[161.40334708088724, 179.3770637020636]","[142.56909156937442, 180.11681952887753]","[160.2897254967542, 198.2416839444168]","[141.6637279417974, 199.81652470085416]","[151.68465411769017, 189.44032131508058]"
82,img_319.png,"[-0.03136441263620213, 0.1368433675377799, 1.367439412265131]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.7272727272727275, 0.0]","[-1.1478758092790127, -2.696766845149315, 0.005809142933520639]","[-0.03136441263620213, 0.1368433675377799, 1.367439412265131]","[211.60518025148707, 61.397243157865795]","[187.76141077715133, 58.30436922828746]","[209.78581063165058, 87.81567627293832]","[186.37818525947282, 85.58453506471658]","[199.05200463217344, 73.43305521979075]"
83,img_321.png,"[-0.018545556605304072, -0.08769992579586736, 1.8513860199900303]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.7272727272727275, 0.8]","[-1.162057580716231, -2.699449575513251, 0.8125874816753192]","[-0.018545556605304072, -0.08769992579586736, 1.8513860199900303]","[316.1953774095923, 146.85428108190706]","[280.540894939834, 147.6240272553643]","[318.1689997229928, 177.76629143842973]","[281.8681660104601, 177.04501469029424]","[298.7422073258562, 162.2043217034155]"
84,img_322.png,"[-0.21095780329374716, -0.21446869247197725, 1.6163960909973911]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.7272727272727275, 1.2000000000000002]","[-1.1571792665151517, -2.7001648980837, 1.2159391328683298]","[-0.21095780329374716, -0.21446869247197725, 1.6163960909973911]","[247.5723736926654, 216.64002883332208]","[220.9685312219834, 210.93515889510536]","[245.0051741483884, 245.085073624762]","[217.49764901291746, 238.976051769619]","[232.73833420881502, 227.6570375645254]"
85,img_324.png,"[0.22305208402134435, -0.06663031861282748, 1.097255971566935]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.7272727272727275, 2.0]","[-1.1385227754754426, -2.702219849164454, 2.0117280592512143]","[0.22305208402134435, -0.06663031861282748, 1.097255971566935]","[170.88178261039727, 216.17237644692057]","[150.05291530377883, 224.12136390033896]","[176.1538059677702, 239.4591709187767]","[155.47479734436507, 249.05544594883202]","[163.4647092814814, 232.00261022136974]"
86,img_325.png,"[-0.20545255639148446, -0.0316830905473008, 1.4316834543948507]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.272727272727273, 0.0]","[-1.151751698874468, -2.2430562311043296, 0.0107351081681153]","[-0.20545255639148446, -0.0316830905473008, 1.4316834543948507]","[246.27141988511704, 97.10957929606607]","[220.42621429588218, 89.69746744573793]","[240.96490222922083, 124.47117348518788]","[214.85262052353247, 117.67037696399832]","[230.78853741440446, 107.24174464588145]"
87,img_327.png,"[-0.211963047945262, 0.15959180479342222, 0.7062975040388969]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.272727272727273, 0.8]","[-1.1314965673628943, -2.2508952420330823, 0.8048845081426106]","[-0.211963047945262, 0.15959180479342222, 0.7062975040388969]","[113.86902404545512, 92.1272349847217]","[85.50441906766487, 81.7083943008713]","[109.24910123052595, 120.88768779224888]","[81.08111951141512, 114.87643486665448]","[98.34610617882191, 102.89748803512346]"
88,img_328.png,"[0.18501939604860318, 0.048889701659722715, 1.1339315723674364]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.272727272727273, 1.2000000000000002]","[-1.139298175905316, -2.2459203855823473, 1.2083514752847693]","[0.18501939604860318, 0.048889701659722715, 1.1339315723674364]","[176.04185928100264, 147.9792293167192]","[152.16936839514074, 152.4870147428423]","[180.72817310269977, 173.79375606363004]","[157.37927571300963, 180.07989071577515]","[166.99192361272128, 163.54561477490216]"
89,img_329.png,"[-0.15335272911684228, -0.2515050767919551, 1.275843727945217]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.272727272727273, 1.6]","[-1.1475761826963893, -2.24683503188147, 1.6170375856788468]","[-0.15335272911684228, -0.2515050767919551, 1.275843727945217]","[194.49710695459038, 240.10445070144047]","[167.6514712678247, 237.58277347792438]","[191.58368090886972, 272.9389289380823]","[163.30877941633932, 272.05912839664165]","[179.65304688863662, 255.31325675496007]"
90,img_330.png,"[-0.22946489679215853, 0.07187635340027022, 1.4263235279556428]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -2.272727272727273, 2.0]","[-1.1516883700489982, -2.2420969610025736, 2.007558304884858]","[-0.22946489679215853, 0.07187635340027022, 1.4263235279556428]","[218.36825077703384, 218.43037089516997]","[192.189183832464, 213.72887139253035]","[211.41139383222352, 244.52893072507248]","[185.3799638995651, 240.51202185928807]","[201.97271810431545, 229.40519007386885]"
91,img_333.png,"[-0.21941570242114591, 0.12952547682870455, 1.3636264754431606]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -1.8181818181818183, 0.8]","[-1.1495978545584964, -1.7873878187479562, 0.8058035809660744]","[-0.21941570242114591, 0.12952547682870455, 1.3636264754431606]","[254.40409661070666, 121.82775762619744]","[223.22259296260333, 113.27038798271117]","[244.47274761691378, 156.07518779880917]","[213.71706892677426, 149.2388447716778]","[234.22115942056303, 135.42512190015174]"
92,img_336.png,"[0.1499454606223624, 0.02397767900714366, 0.9060637048701925]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -1.8181818181818183, 2.0]","[-1.13402400388414, -1.79531103935945, 2.0091656885688827]","[0.1499454606223624, 0.02397767900714366, 0.9060637048701925]","[165.59591572633084, 216.2141006165104]","[139.83737175093913, 227.91160226177587]","[170.09426252662095, 245.9303875447492]","[145.0214790840972, 261.27645212729203]","[155.89026268126324, 237.4715290032732]"
93,img_341.png,"[0.17859719795943158, -0.13831832182495676, 0.8347574750565584]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -1.3636363636363638, 1.6]","[-1.1334920992943434, -1.343812969256015, 1.6138832812599573]","[0.17859719795943158, -0.13831832182495676, 0.8347574750565584]","[181.36422651084123, 219.049103657376]","[152.05970297311816, 231.4106546762319]","[188.96188906694297, 259.09465821485816]","[159.93484924572138, 279.227929846803]","[171.7123011022651, 246.15402783479885]"
94,img_344.png,"[-0.10780703914524527, -0.13671400251618032, 0.7831033754677397]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -0.9090909090909092, 0.4]","[-1.1345021104291346, -0.888317253239674, 0.4139378336499948]","[-0.10780703914524527, -0.13671400251618032, 0.7831033754677397]","[201.05385804608588, 104.32811960404499]","[175.26646297154744, 84.35248572201391]","[197.9460314980536, 144.59771567942923]","[170.39859077510235, 132.51658940782656]","[187.48380176855798, 116.80621057270208]"
95,img_346.png,"[-0.09206111222077254, 0.08372051658722944, 0.6870641827016031]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -0.9090909090909092, 1.2000000000000002]","[-1.1306733779138656, -0.8888905709610865, 1.2074140943501415]","[-0.09206111222077254, 0.08372051658722944, 0.6870641827016031]","[181.31558060661524, 147.66092316774618]","[152.36998706605502, 145.1885484645903]","[176.9588798012472, 190.003017555415]","[147.7211078173141, 197.77888754638826]","[166.14469430808262, 170.2936355304555]"
96,img_350.png,"[-0.10026705704036504, -0.03650235215222444, 0.5980342565140572]","[0.0, 0.0, 0.0]","[-1.1538461538461537, -0.45454545454545503, 0.4]","[-1.1299330175539348, -0.43704331070968444, 0.41103797417200083]","[-0.10026705704036504, -0.03650235215222444, 0.5980342565140572]","[221.78938043943455, 72.03375170802185]","[205.19755576880078, 37.97583359194443]","[217.4072089582359, 121.48631990191573]","[199.12547887117975, 103.2684451574515]","[212.12443516809734, 85.35368627555562]"
97,img_361.png,"[0.1877679292264165, -0.16827085174360593, 0.8745344434717317]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -5.0, 0.0]","[-0.6729618834838524, -4.9797673245451115, 0.014709810498052228]","[0.1877679292264165, -0.16827085174360593, 0.8745344434717317]","[63.75062497110597, 160.18931579042365]","[45.70308900059276, 160.86197391271048]","[65.11733381211943, 175.0112502677842]","[46.86223385953579, 176.59599179818295]","[55.61912931008713, 168.08887440708958]"
98,img_362.png,"[-0.015668364281192265, 0.19055986988228454, 1.8417804065902301]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -5.0, 0.4]","[-0.7008506270883637, -4.969835190157263, 0.4041355184057976]","[-0.015668364281192265, 0.19055986988228454, 1.8417804065902301]","[246.33535542485012, 95.80918308932246]","[229.38674434018495, 96.3138456747657]","[244.57278932211588, 112.1584398160697]","[227.95453637104146, 112.26806115064106]","[236.95417718028838, 104.20944471570023]"
99,img_367.png,"[0.16346312285658307, 0.24208035286298457, 1.4579253195446749]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.545454545454546, 0.0]","[-0.6871438623958457, -4.514347703715256, 0.0023873118037388693]","[0.16346312285658307, 0.24208035286298457, 1.4579253195446749]","[159.30562061647143, 65.54677365986949]","[143.14712835613892, 67.66192990469447]","[161.82815500371026, 83.01041541467964]","[146.0678143220394, 85.26015229335509]","[152.64505556770987, 75.46550634720418]"
100,img_370.png,"[-0.12964396727796024, 0.13127608906225183, 0.9864751865186832]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.545454545454546, 1.2000000000000002]","[-0.676263378947837, -4.518851436304174, 1.2059037778027446]","[-0.12964396727796024, 0.13127608906225183, 0.9864751865186832]","[92.40201450926202, 128.1095642638592]","[74.46261101451327, 125.78411849266536]","[91.18222389932023, 144.17460170659388]","[73.41056273075819, 142.75614623237024]","[83.09934707136848, 135.28396592906228]"
101,img_371.png,"[0.1998495932115629, -0.05404270023093985, 0.9942336359179116]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.545454545454546, 1.6]","[-0.6746015186667214, -4.521867082654737, 1.611407147481443]","[0.1998495932115629, -0.05404270023093985, 0.9942336359179116]","[96.9861838680526, 197.7533087245309]","[79.56958923354372, 202.2050126186051]","[99.86693180807013, 213.76016031508138]","[82.51373813765547, 219.1167447771775]","[89.96233292564766, 208.12153643235825]"
102,img_372.png,"[0.17268921520200278, -0.028310303211903903, 1.6241866096327988]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.545454545454546, 2.0]","[-0.692177244000218, -4.515696056815106, 2.0106965105120955]","[0.17268921520200278, -0.028310303211903903, 1.6241866096327988]","[207.9298473997632, 186.95236830399128]","[192.64731069576897, 189.46490163324793]","[210.70382882012873, 202.20225775404796]","[195.36847731042624, 204.6472579076513]","[201.6420018540038, 195.80990134764352]"
103,img_373.png,"[0.023364083017229274, 0.12490222178744245, 1.2280192413579956]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.090909090909091, 0.0]","[-0.6816644988430937, -4.061779988974248, 0.006182058989096002]","[0.023364083017229274, 0.12490222178744245, 1.2280192413579956]","[134.86732193468785, 86.28159075182973]","[117.14418221560277, 84.84755700520442]","[135.5685886026118, 104.16199198747856]","[118.10175592764243, 103.37261790993908]","[126.57545344840148, 94.73442635614882]"
104,img_376.png,"[-0.21553320629912232, -0.22793612158458681, 0.907443722599735]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.090909090909091, 1.2000000000000002]","[-0.67735700320331, -4.06830487853476, 1.2162949832230743]","[-0.21553320629912232, -0.22793612158458681, 0.907443722599735]","[69.04798352944536, 180.14409473883694]","[47.81613915840568, 175.55276658836152]","[62.74018546662872, 198.93817240029398]","[40.46072570497562, 195.5964432506783]","[55.44028054085846, 187.49950475388582]"
105,img_377.png,"[-0.010276593177915065, -0.03158216005148588, 1.4396342028158693]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -4.090909090909091, 1.6]","[-0.688529235276821, -4.06148120560934, 1.6109417927804606]","[-0.010276593177915065, -0.03158216005148588, 1.4396342028158693]","[173.4981857161569, 181.47480927320484]","[157.0800620376348, 181.5268609326449]","[173.3728427720689, 198.12398259614153]","[156.9014144118457, 198.39311696702987]","[165.26637906404008, 189.86609549344536]"
106,img_379.png,"[0.006171238028595145, 0.2282597469189322, 1.0994334367088383]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.6363636363636367, 0.0]","[-0.6779555069355983, -3.6083404178649237, 0.0029519485121617794]","[0.006171238028595145, 0.2282597469189322, 1.0994334367088383]","[114.51293160823542, 55.46534571357004]","[92.08861128985828, 51.82751037355059]","[115.85759002503762, 78.23882477863626]","[94.16026998359594, 75.99835594699451]","[104.47564326812929, 65.59157815147304]"
107,img_380.png,"[0.042455084816888734, 0.010695547088284019, 1.0516357318973388]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.6363636363636367, 0.4]","[-0.6770024814451002, -3.610435848577713, 0.409669557434531]","[0.042455084816888734, 0.010695547088284019, 1.0516357318973388]","[109.18656696754407, 121.39464457433004]","[88.58807804824899, 120.0028043807814]","[110.05973449934334, 140.57047161651525]","[89.53989605693502, 140.32539533477188]","[99.6420366173327, 130.5913759786811]"
108,img_381.png,"[-0.08247462176191372, -0.1418791328570596, 1.8753538749190206]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.6363636363636367, 0.8]","[-0.70157674507269, -3.6096232253110894, 0.8141079792167587]","[-0.08247462176191372, -0.1418791328570596, 1.8753538749190206]","[261.6010327616469, 170.7016471541257]","[238.1758881497406, 169.52646522292702]","[261.69907294914333, 192.43452841648264]","[237.85764460342858, 190.4349083323018]","[249.61325825922074, 180.66475440534765]"
109,img_382.png,"[0.24484309794203957, 0.23716546176751122, 1.9660271703976142]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.6363636363636367, 1.2000000000000002]","[-0.7021754581267591, -3.606414436656161, 1.202381729334287]","[0.24484309794203957, 0.23716546176751122, 1.9660271703976142]","[275.38988748723074, 88.06146569925617]","[248.9867116190499, 94.65101678711655]","[277.07019876001254, 111.90240950502616]","[251.38702227202975, 117.13960221731844]","[262.89696872536376, 103.19594401477131]"
110,img_383.png,"[-0.22901246408657047, -0.08187050586673328, 1.6870125110013152]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.6363636363636367, 1.6]","[-0.6979371777132574, -3.6077201116277533, 1.6121596621981598]","[-0.22901246408657047, -0.08187050586673328, 1.6870125110013152]","[214.4691440811554, 207.28988012540182]","[194.66308115699763, 202.3880018957396]","[210.45785567365306, 227.29191130657827]","[190.51569174999662, 222.07072822433298]","[202.4685520134502, 214.69503228940852]"
111,img_385.png,"[-0.2489289798337887, -0.0003650051608691257, 1.0645442987153317]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.1818181818181817, 0.0]","[-0.6799169636560399, -3.1543895998543254, 0.00970271791474714]","[-0.2489289798337887, -0.0003650051608691257, 1.0645442987153317]","[136.4556780696874, 87.43029618372256]","[115.58348204725036, 77.78877975336755]","[131.16640502151515, 108.23025958460376]","[109.9451722511032, 99.95678065986306]","[123.62290301845066, 93.49391473038021]"
112,img_386.png,"[0.09672723840316838, -0.10589049290335659, 1.2949389074258018]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.1818181818181817, 0.4]","[-0.6835395797282631, -3.1543893636229603, 0.41306828734792606]","[0.09672723840316838, -0.10589049290335659, 1.2949389074258018]","[157.05101142009102, 136.48212069502472]","[136.64312365971014, 137.07722587785]","[159.0182316237001, 156.72483967627136]","[138.40358716662806, 158.02590342007332]","[147.94553037944831, 147.00188653952566]"
113,img_387.png,"[-0.14233882589226482, 0.25549992827472745, 1.3258493305935342]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.1818181818181817, 0.8]","[-0.6860382775252833, -3.15088742326924, 0.8019956487349198]","[-0.14233882589226482, 0.25549992827472745, 1.3258493305935342]","[174.458728014552, 93.50826843606023]","[152.60510898271855, 89.63132369671128]","[170.98993543043593, 116.33989495705835]","[149.75897104412985, 113.30082318960851]","[162.094056305069, 103.41640154863369]"
